"Step","dataset: cifar10 shuffle_degree: cifar10 - TEST/x1","dataset: cifar10 shuffle_degree: cifar10 - TEST/x1__MIN","dataset: cifar10 shuffle_degree: cifar10 - TEST/x1__MAX","dataset: cifar10 shuffle_degree: cifar10 - TEST/x2","dataset: cifar10 shuffle_degree: cifar10 - TEST/x2__MIN","dataset: cifar10 shuffle_degree: cifar10 - TEST/x2__MAX","dataset: cifar10 shuffle_degree: cifar10 - TEST/x3","dataset: cifar10 shuffle_degree: cifar10 - TEST/x3__MIN","dataset: cifar10 shuffle_degree: cifar10 - TEST/x3__MAX","dataset: cifar10 shuffle_degree: cifar10 - TEST/x4","dataset: cifar10 shuffle_degree: cifar10 - TEST/x4__MIN","dataset: cifar10 shuffle_degree: cifar10 - TEST/x4__MAX","dataset: cifar10 shuffle_degree: cifar10 - TEST/logits","dataset: cifar10 shuffle_degree: cifar10 - TEST/logits__MIN","dataset: cifar10 shuffle_degree: cifar10 - TEST/logits__MAX"
"91","0.8984734405526404","0.8728930662803587","0.9144941412394982","0.8249127629832235","0.8191878171394509","0.8389411916933707","0.6677915190040726","0.6160756537071261","0.6919504556574255","0.4352051717485491","0.3898615423478533","0.4851492502979163","0.1160530572122018","0.10605112510987476","0.13085645655378908"
"92","0.8979808962585129","0.8722154220240503","0.9163694257329073","0.8257812985732124","0.8163323695029268","0.8386750991229642","0.667227304851921","0.6086721619175408","0.6941614676136466","0.4334387818635882","0.3847187785111342","0.4861949062954222","0.11448898126966339","0.10118953693877","0.1273503494423087"
"93","0.8962953554438594","0.8729289617974043","0.91314407270582","0.8255095448544054","0.8209980417021143","0.8360887900411778","0.6666736837089122","0.6120133750331768","0.6899372110655251","0.4317873783922336","0.3832225313025192","0.48533455344219545","0.11626687222444435","0.10325821866622698","0.13315375613156305"
"94","0.8988343705698119","0.8740531720686577","0.915001302475145","0.8254482944028899","0.8204286044484717","0.8368258888269825","0.6681906404460121","0.6142493450795932","0.6936580861016186","0.4339595850748742","0.38592046703041155","0.4855269105809674","0.11529301947662021","0.10148646399974258","0.1316966407756446"
"95","0.8977594346369937","0.8710403339832331","0.9149839422833311","0.8265924246024647","0.8205900495740042","0.8370007579078123","0.6692130340074613","0.61275055963359","0.7013442201473127","0.43479954218002415","0.38097121012538143","0.49252876501735227","0.11539554731814428","0.09979662092993181","0.13249895257177252"
"96","0.8988729132199782","0.8746796690106071","0.9167888095018267","0.824378239974092","0.8160669397200471","0.8376854108808583","0.6673546680400457","0.6159554739115058","0.6869048837573181","0.43544755211994834","0.38253569069214904","0.49109357757767624","0.11608719319446571","0.10233329163046344","0.12938216632870125"
"97","0.8962393869351628","0.870325194739626","0.9149886711098086","0.8248871775801467","0.8201899258273793","0.8379091328348763","0.6684653283222226","0.618038242162689","0.6944047272889664","0.43247134485042577","0.37844160604084165","0.48804796788149035","0.11479556134239378","0.1042379775755437","0.12928044634383756"
"98","0.8978208004935965","0.8746956327446491","0.9171336268882095","0.8248370868412728","0.815040789677835","0.8406301567338469","0.6672488727963239","0.6133979714561512","0.6891003787859438","0.4330912069760015","0.3774396391950448","0.48497864451096034","0.11541114532416552","0.10029354346578989","0.13306660783502255"
"99","0.8977735267083792","0.8725790715740842","0.9165407652254488","0.8246636890040805","0.8174733315002766","0.8378451236989483","0.6676332548753314","0.6126939976972028","0.6932815144909363","0.43296520200859767","0.3798862799545401","0.48517771705010565","0.11360202313363339","0.10112403906747602","0.1291235626145208"
"100","0.897316818999527","0.8709159651261628","0.9140781534117136","0.8240896077810422","0.8159883995963843","0.838226138540227","0.6673854160617919","0.6170846972980286","0.688160241586984","0.43283484930122385","0.382379854101472","0.483335467750877","0.11549720927123805","0.1022430709893832","0.13081353203434806"
