"Name","Created","Runtime","End Time","Hostname","ID","Notes","GPU Type","State","Updated","Tags","CKAS/layer1","CKAS/layer2","CKAS/layer3","CKAS/layer4","CKAS/layer5","CKAS/layer6","TEST/accuracy","TRAIN/accuracy","TRAIN/loss"
"vgg16 SVHN 2 fintuning with 5000 samples","2024-01-12T11:57:46.000Z","1345","2024-01-12T12:20:11.000Z","risha","2uohogus","-","NVIDIA TITAN RTX","finished","2024-01-12T12:20:11.000Z","","0.9732634665464328","0.9559823539676684","0.839126377337165","0.3736084137583496","0.10664826494761805","0.07670649511408721","84.78","99.24","0.048602187518137184"
"vgg16 SVHN shuffle_degree: 9 1 fintuning with 5000 samples","2024-01-12T11:44:38.000Z","1288","2024-01-12T12:06:06.000Z","risha","3rmva61w","-","NVIDIA TITAN RTX","finished","2024-01-12T12:06:06.000Z","","0.9801491192671008","0.9795257865478546","0.9453279879528378","0.8085282045666953","0.1888462630072177","0.09076156075124556","9.96","92.2","0.30907362680526296"
"vgg16 SVHN shuffle_degree: 4 1 fintuning with 5000 samples","2024-01-12T11:43:51.000Z","1334","2024-01-12T12:06:05.000Z","risha","2p4ailcb","-","NVIDIA TITAN RTX","finished","2024-01-12T12:06:05.000Z","","0.9810866537026052","0.976984732591236","0.94040187915004","0.7691664375026835","0.1392088067123319","0.07721339220543044","17.24","92.12","0.25098937441399144"
"vgg16 SVHN shuffle_degree: 2 1 fintuning with 5000 samples","2024-01-12T11:42:40.000Z","1290","2024-01-12T12:04:10.000Z","risha","23mkyllc","-","NVIDIA TITAN RTX","finished","2024-01-12T12:04:10.000Z","","0.9748762059453092","0.9782136833694824","0.931078058470411","0.7016845798736521","0.1259054717037886","0.07229255948687523","27.98","94.72","0.2481491328899268"
"vgg16 SVHN shuffle_degree: 1 1 fintuning with 5000 samples","2024-01-12T11:36:38.000Z","1319","2024-01-12T11:58:37.000Z","risha","1ugwyhd1","-","NVIDIA TITAN RTX","finished","2024-01-12T11:58:37.000Z","","0.9812379718389356","0.976590495977948","0.9066090462205868","0.5995944416393272","0.09494653048840924","0.05998161435877087","42.5","96.16","0.15186917937247996"
"vgg16 SVHN 1 fintuning with 5000 samples","2024-01-12T11:36:30.000Z","1268","2024-01-12T11:57:38.000Z","risha","2pcb2fws","-","NVIDIA TITAN RTX","finished","2024-01-12T11:57:38.000Z","","0.9746870698521488","0.9591256910626818","0.845303536508674","0.34890927404512034","0.10640805554544554","0.07682710360832325","85.3","99.48","0.03728136529695172"
"vgg16 cifar10 5 fintuning with 5000 samples","2024-01-12T11:22:11.000Z","1334","2024-01-12T11:44:25.000Z","risha","hdsw49n0","-","NVIDIA TITAN RTX","finished","2024-01-12T11:44:25.000Z","","0.9901906592919306","0.9864858081584243","0.9498871160645992","0.688448448501589","0.1966968852014807","0.10523435433795246","77.2","99.52","0.01898943014282757"
"vgg16 cifar10 shuffle_degree: 9 5 fintuning with 5000 samples","2024-01-12T11:21:32.000Z","1324","2024-01-12T11:43:36.000Z","risha","19esw81w","-","NVIDIA TITAN RTX","finished","2024-01-12T11:43:36.000Z","","0.9822883918945192","0.9891003246209584","0.963681081470739","0.8081671566934796","0.19021064298841095","0.07946501682557769","9.88","93.48","0.25344740846164665"
"vgg16 cifar10 shuffle_degree: 2 5 fintuning with 5000 samples","2024-01-12T11:20:39.000Z","1307","2024-01-12T11:42:26.000Z","risha","2oe63oqp","-","NVIDIA TITAN RTX","finished","2024-01-12T11:42:26.000Z","","0.9809516127827824","0.982492435600594","0.9562543916439654","0.7897530764664638","0.1610621814435943","0.07509390337431174","28.34","98.14","0.0753744080882211"
"vgg16 cifar10 shuffle_degree: 1 5 fintuning with 5000 samples","2024-01-12T11:15:50.000Z","1233","2024-01-12T11:36:23.000Z","risha","1iump5cj","-","NVIDIA TITAN RTX","finished","2024-01-12T11:36:23.000Z","","0.9831532023425222","0.9874393834559876","0.9547745003360748","0.705078188934148","0.15515227777210278","0.07546885889912337","37.14","98.3","0.10043435264971984"
"vgg16 cifar10 shuffle_degree: 4 5 fintuning with 5000 samples","2024-01-12T11:15:13.000Z","1264","2024-01-12T11:36:17.000Z","risha","1cyoiucc","-","NVIDIA TITAN RTX","finished","2024-01-12T11:36:17.000Z","","0.9838975337977696","0.989773051311037","0.9595747560790576","0.8002340772544753","0.18617416413187715","0.08405510386585621","16.18","98","0.07868795455166488"
"vgg16 cifar10 4 fintuning with 5000 samples","2024-01-12T10:59:19.000Z","1360","2024-01-12T11:21:59.000Z","risha","373ooifu","-","NVIDIA TITAN RTX","finished","2024-01-12T11:21:59.000Z","","0.9889916629541656","0.984384680278496","0.953498176715048","0.7072287977572986","0.2107747411496851","0.1257181289327","76.64","99.48","0.024240247186000465"
"vgg16 cifar10 shuffle_degree: 9 4 fintuning with 5000 samples","2024-01-12T10:59:15.000Z","1329","2024-01-12T11:21:24.000Z","risha","3mycctra","-","NVIDIA TITAN RTX","finished","2024-01-12T11:21:24.000Z","","0.984668488990918","0.988616615921695","0.9612677123049348","0.7936271616244354","0.2005463364919399","0.10643121593672183","10.24","87.5","0.389660570841686"
"vgg16 cifar10 shuffle_degree: 2 4 fintuning with 5000 samples","2024-01-12T10:58:09.000Z","1339","2024-01-12T11:20:28.000Z","risha","15crcye3","-","NVIDIA TITAN RTX","finished","2024-01-12T11:20:28.000Z","","0.9830712349986648","0.9906548253274202","0.9616414081982516","0.7930221904859831","0.18218249530449163","0.09481970422382492","26.22","98.82","0.04822814990810837"
"vgg16 cifar10 shuffle_degree: 1 4 fintuning with 5000 samples","2024-01-12T10:55:10.000Z","1232","2024-01-12T11:15:42.000Z","risha","a1tx7b6l","-","NVIDIA TITAN RTX","finished","2024-01-12T11:15:42.000Z","","0.9817775431024572","0.9851458890704504","0.9567316509756504","0.7738178779865972","0.19118451897390637","0.10147132001432298","36.8","98.88","0.050196315601592656"
"vgg16 cifar10 shuffle_degree: 4 4 fintuning with 5000 samples","2024-01-12T10:54:40.000Z","1225","2024-01-12T11:15:05.000Z","risha","251cjwsi","-","NVIDIA TITAN RTX","finished","2024-01-12T11:15:05.000Z","","0.9859987310783228","0.9903656641434933","0.9631790461575792","0.8065764419588716","0.17921202345264028","0.08928721327723556","16.6","97.72","0.08425728737370698"
"vgg16 cifar10 3 fintuning with 5000 samples","2024-01-12T10:37:01.000Z","1331","2024-01-12T10:59:12.000Z","risha","34lv8wfq","-","NVIDIA TITAN RTX","finished","2024-01-12T10:59:12.000Z","","0.9871575866336176","0.9872989535040648","0.9533463910832708","0.548592624858093","0.1773667071005183","0.09566885239998478","76.34","99.42","0.025543593128091673"
"vgg16 cifar10 shuffle_degree: 9 3 fintuning with 5000 samples","2024-01-12T10:36:48.000Z","1341","2024-01-12T10:59:09.000Z","risha","ccgqqvzz","-","NVIDIA TITAN RTX","finished","2024-01-12T10:59:09.000Z","","0.986144271873932","0.989458244216666","0.9636820825919874","0.7972288802065318","0.19528007294079655","0.10382366947244435","9.6","86.32","0.39903379862855193"
"vgg16 cifar10 shuffle_degree: 2 3 fintuning with 5000 samples","2024-01-12T10:35:59.000Z","1323","2024-01-12T10:58:02.000Z","risha","2ugsk6pt","-","NVIDIA TITAN RTX","finished","2024-01-12T10:58:02.000Z","","0.9824219772424252","0.9879882404599314","0.958644890962789","0.7858407505209781","0.1546408580663222","0.07344148025316125","27.72","98.4","0.07515828724013297"
"vgg16 cifar10 shuffle_degree: 1 3 fintuning with 5000 samples","2024-01-12T10:34:10.000Z","1253","2024-01-12T10:55:03.000Z","risha","2tp378qd","-","NVIDIA TITAN RTX","finished","2024-01-12T10:55:03.000Z","","0.9791786128240704","0.9893197109680576","0.9568576107478188","0.7457596772171068","0.17188855935641784","0.08631589301252797","37","98.38","0.07365763135948426"
"vgg16 cifar10 shuffle_degree: 4 3 fintuning with 5000 samples","2024-01-12T10:33:40.000Z","1251","2024-01-12T10:54:31.000Z","risha","1ek3bowp","-","NVIDIA TITAN RTX","finished","2024-01-12T10:54:31.000Z","","0.9874799204353358","0.9890982456378224","0.9602179406104104","0.7821395928720931","0.16446066081086094","0.07050788196790958","17.12","95.24","0.2231020758960657"
"vgg16 cifar10 shuffle_degree: 9 2 fintuning with 5000 samples","2024-01-12T10:14:42.000Z","1317","2024-01-12T10:36:39.000Z","risha","1dy8vbau","-","NVIDIA TITAN RTX","finished","2024-01-12T10:36:39.000Z","","0.98726340716241","0.9891339776515576","0.9604582978684072","0.8094688458625114","0.22897838568083165","0.12308890177534812","10.58","94.32","0.26181232734660437"
"vgg16 cifar10 2 fintuning with 5000 samples","2024-01-12T10:14:37.000Z","1336","2024-01-12T10:36:53.000Z","risha","38opo8li","-","NVIDIA TITAN RTX","finished","2024-01-12T10:36:53.000Z","","0.9920888062028088","0.987647670068499","0.958993353808351","0.7047351134346456","0.20644790052499784","0.1108182557946688","77.42","99.6","0.017561133834162645"
"vgg16 cifar10 shuffle_degree: 2 2 fintuning with 5000 samples","2024-01-12T10:13:44.000Z","1327","2024-01-12T10:35:51.000Z","risha","14w04kr9","-","NVIDIA TITAN RTX","finished","2024-01-12T10:35:51.000Z","","0.9869309447589604","0.9885682844751712","0.9587920032096112","0.7830721870676617","0.16833915823669962","0.08257527460627301","27.64","97.8","0.11425168496099816"
"vgg16 cifar10 shuffle_degree: 1 2 fintuning with 5000 samples","2024-01-12T10:13:25.000Z","1237","2024-01-12T10:34:02.000Z","risha","1wqtgozz","-","NVIDIA TITAN RTX","finished","2024-01-12T10:34:02.000Z","","0.9839776132057398","0.9870226270526334","0.95699081120344","0.7416249442008995","0.16666370540438047","0.09243089495774234","37.68","98.68","0.04914189490287974"
"vgg16 cifar10 shuffle_degree: 4 2 fintuning with 5000 samples","2024-01-12T10:12:59.000Z","1233","2024-01-12T10:33:32.000Z","risha","28nb1dfp","-","NVIDIA TITAN RTX","finished","2024-01-12T10:33:32.000Z","","0.983723774360003","0.989579248429879","0.9612654615144048","0.7975696870706913","0.17047757880592662","0.08789748687548248","17.84","97.5","0.10791126395439268"
"vgg16 cifar10 shuffle_degree: 4 1 fintuning with 5000 samples","2024-01-12T09:52:07.000Z","1244","2024-01-12T10:12:51.000Z","risha","gimljr07","-","NVIDIA TITAN RTX","finished","2024-01-12T10:12:51.000Z","","0.9855251939275236","0.9884203509145608","0.9580919701435286","0.7896766330987058","0.1894315335308432","0.10024957375502316","16.8","96.82","0.11606951865848082"
"vgg16 cifar10 1 fintuning with 5000 samples","2024-01-12T09:52:06.000Z","1344","2024-01-12T10:14:30.000Z","risha","106a7p9i","-","NVIDIA TITAN RTX","finished","2024-01-12T10:14:30.000Z","","0.9904233590024112","0.9854571001530114","0.9542801520763752","0.6939754702378707","0.1878414750610121","0.09424559819575738","76.74","99.58","0.016702750846773244"
"vgg16 cifar10 shuffle_degree: 2 1 fintuning with 5000 samples","2024-01-12T09:52:06.000Z","1289","2024-01-12T10:13:35.000Z","risha","12cct8f1","-","NVIDIA TITAN RTX","finished","2024-01-12T10:13:35.000Z","","0.9822836465138964","0.9875748909260336","0.9604436629728692","0.7959847760955759","0.17273249189989257","0.08079901316913597","28.24","98.12","0.08353317784631897"
"vgg16 cifar10 shuffle_degree: 1 1 fintuning with 5000 samples","2024-01-12T09:52:06.000Z","1271","2024-01-12T10:13:17.000Z","risha","318cg0ik","-","NVIDIA TITAN RTX","finished","2024-01-12T10:13:17.000Z","","0.984577794113577","0.986346782511499","0.9583207934027174","0.7544136889000771","0.18244148745335032","0.10125033405206234","39.02","98.28","0.07774440519760843"
"vgg16 cifar10 shuffle_degree: 9 1 fintuning with 5000 samples","2024-01-12T09:52:06.000Z","1350","2024-01-12T10:14:36.000Z","risha","g07tu1nd","-","NVIDIA TITAN RTX","finished","2024-01-12T10:14:36.000Z","","0.9794591290282688","0.9892435244050868","0.9596429053092544","0.7991158159810603","0.20236426825132775","0.09700387487845674","10.5","94.84","0.2185720364521643"
"resnet18 cifar10_shifted 5 fintuning with 5000 samples","2024-01-12T08:42:04.000Z","227","2024-01-12T08:45:51.000Z","matar","1qjifsae","-","NVIDIA TITAN RTX","finished","2024-01-12T08:45:51.000Z","","0.9878062431526904","0.970811836979318","0.907405407711922","0.637182044505335","0.23813128827466049","0.07174831593638897","64.98","98.94","0.06065886996606377"
"resnet18 cifar10_shifted 4 fintuning with 5000 samples","2024-01-12T08:38:15.000Z","223","2024-01-12T08:41:58.000Z","matar","1y5clr9n","-","NVIDIA TITAN RTX","finished","2024-01-12T08:41:58.000Z","","0.9883192963933156","0.9731007105709142","0.9095763434654424","0.6102823757576427","0.26212870033329694","0.05318350714719947","66.8","99","0.05370459290796736"
"resnet18 cifar10_shifted 3 fintuning with 5000 samples","2024-01-12T08:34:28.000Z","221","2024-01-12T08:38:09.000Z","matar","1923se3n","-","NVIDIA TITAN RTX","finished","2024-01-12T08:38:09.000Z","","0.9862652400391624","0.970851853472084","0.90417973714572","0.6340539099940954","0.2463646534150885","0.04741296058650109","66.4","98.48","0.08029757508604675"
"resnet18 cifar10_shifted 2 fintuning with 5000 samples","2024-01-12T08:30:37.000Z","225","2024-01-12T08:34:22.000Z","matar","2q2vs9oj","-","NVIDIA TITAN RTX","finished","2024-01-12T08:34:22.000Z","","0.9876925180582116","0.9720889902139336","0.9025274509076407","0.6169941237338574","0.24669738385016196","0.041307576749836775","67.44","98.9","0.055498456336249405"
"resnet18 cifar10_shifted 1 fintuning with 5000 samples","2024-01-12T08:26:43.000Z","228","2024-01-12T08:30:31.000Z","matar","1koei7qu","-","NVIDIA TITAN RTX","finished","2024-01-12T08:30:31.000Z","","0.9871074678973664","0.972612005757425","0.9029122530978666","0.6245812569332932","0.25572577690994075","0.060433185522705685","66.76","98.94","0.04759589688419394"
"resnet18 SVHN shuffle_degree: 9 5 fintuning with 5000 samples","2024-01-12T08:22:01.000Z","315","2024-01-12T08:27:16.000Z","matar","2z874krd","-","NVIDIA TITAN RTX","finished","2024-01-12T08:27:16.000Z","","0.9900036603490806","0.940587839982634","0.8456501847141715","0.6526509617925971","0.24665221190430345","0.03087765640349892","9.62","93.08","0.3402951872747415"
"resnet18 SVHN shuffle_degree: 2 5 fintuning with 5000 samples","2024-01-12T08:21:52.000Z","312","2024-01-12T08:27:04.000Z","matar","3f0g3rxh","-","NVIDIA TITAN RTX","finished","2024-01-12T08:27:04.000Z","","0.9818831214852712","0.9525120852753473","0.8226221651082656","0.6205379035181718","0.17046889007880775","0.0236791473029714","26.68","96.06","0.17221121401021813"
"resnet18 SVHN shuffle_degree: 4 5 fintuning with 5000 samples","2024-01-12T08:21:51.000Z","311","2024-01-12T08:27:02.000Z","matar","2uypjbou","-","NVIDIA TITAN RTX","finished","2024-01-12T08:27:02.000Z","","0.9842120952634658","0.9489984123711558","0.8540360797308627","0.6437184470752185","0.19988585087841715","0.01944765114355136","14.64","94.06","0.2740495226280704"
"resnet18 SVHN 5 fintuning with 5000 samples","2024-01-12T08:21:32.000Z","313","2024-01-12T08:26:45.000Z","matar","1nolx8dz","-","NVIDIA TITAN RTX","finished","2024-01-12T08:26:45.000Z","","0.9682172823872508","0.9403446581312462","0.6931854565439688","0.4650376567922528","0.147544985743652","0.027115479129672777","82.34","99.18","0.03128478322710151"
"resnet18 SVHN shuffle_degree: 1 5 fintuning with 5000 samples","2024-01-12T08:21:20.000Z","313","2024-01-12T08:26:33.000Z","matar","3ow6fxly","-","NVIDIA TITAN RTX","finished","2024-01-12T08:26:33.000Z","","0.985255127647188","0.9504824831036446","0.8132782687302987","0.6192699678818702","0.1678457931934614","0.025714529963858233","40.08","96.64","0.1371939431365793"
"resnet18 SVHN shuffle_degree: 9 4 fintuning with 5000 samples","2024-01-12T08:16:37.000Z","318","2024-01-12T08:21:55.000Z","matar","39gwhrmj","-","NVIDIA TITAN RTX","finished","2024-01-12T08:21:55.000Z","","0.9880702221933712","0.928075697896152","0.8395570364225051","0.6470432157390097","0.23828116156871093","0.024216849434984297","8.76","92.64","0.3672021774539522"
"resnet18 SVHN shuffle_degree: 4 4 fintuning with 5000 samples","2024-01-12T08:16:28.000Z","316","2024-01-12T08:21:44.000Z","matar","1dvimclj","-","NVIDIA TITAN RTX","finished","2024-01-12T08:21:44.000Z","","0.9799630455696228","0.9577420131614376","0.8565034981716421","0.6617261698049587","0.19805890846534044","0.013681921062474102","16.06","95.24","0.20909672593519943"
"resnet18 SVHN shuffle_degree: 2 4 fintuning with 5000 samples","2024-01-12T08:16:28.000Z","318","2024-01-12T08:21:46.000Z","matar","1qdr7irh","-","NVIDIA TITAN RTX","finished","2024-01-12T08:21:46.000Z","","0.9812893120037116","0.9513500369035336","0.827433540093538","0.6310511109960432","0.1751469432269633","0.016358470758415","25.86","96.14","0.17617898504398052"
"resnet18 SVHN 4 fintuning with 5000 samples","2024-01-12T08:15:59.000Z","324","2024-01-12T08:21:23.000Z","matar","3v518k3v","-","NVIDIA TITAN RTX","finished","2024-01-12T08:21:23.000Z","","0.9736387963852414","0.929696340870183","0.7166090712608072","0.4756079237767745","0.14184335466022657","0.02469026171404409","82.18","99.4","0.03962913171979925"
"resnet18 SVHN shuffle_degree: 1 4 fintuning with 5000 samples","2024-01-12T08:15:51.000Z","323","2024-01-12T08:21:14.000Z","matar","2aww19wi","-","NVIDIA TITAN RTX","finished","2024-01-12T08:21:14.000Z","","0.9719765835141664","0.9428287957607708","0.802695352487321","0.578058296666715","0.15768558570817315","0.027697892450599743","39.02","96.04","0.17414140394016817"
"resnet18 SVHN shuffle_degree: 9 3 fintuning with 5000 samples","2024-01-12T08:11:05.000Z","326","2024-01-12T08:16:31.000Z","matar","27yfc03j","-","NVIDIA TITAN RTX","finished","2024-01-12T08:16:31.000Z","","0.991732338965924","0.9394449574698036","0.8233877490770699","0.6349551916171264","0.24145186941709637","0.019770443138463663","10.42","92.6","0.3557278057856924"
"resnet18 SVHN shuffle_degree: 4 3 fintuning with 5000 samples","2024-01-12T08:11:01.000Z","321","2024-01-12T08:16:22.000Z","matar","qkgvi1lt","-","NVIDIA TITAN RTX","finished","2024-01-12T08:16:22.000Z","","0.982157548605257","0.9534751100885168","0.8547312423700497","0.634443199137425","0.20863079980424803","0.01952980592397921","15.54","94.42","0.2576539141191229"
"resnet18 SVHN shuffle_degree: 2 3 fintuning with 5000 samples","2024-01-12T08:10:55.000Z","327","2024-01-12T08:16:22.000Z","matar","53lksyep","-","NVIDIA TITAN RTX","finished","2024-01-12T08:16:22.000Z","","0.9824204469739573","0.953712842705719","0.8511575821554345","0.6166688123231732","0.1741710477471183","0.02226327321183123","25.52","95.82","0.15963965135917163"
"resnet18 SVHN 3 fintuning with 5000 samples","2024-01-12T08:10:34.000Z","319","2024-01-12T08:15:53.000Z","matar","2s6g0ylj","-","NVIDIA TITAN RTX","finished","2024-01-12T08:15:53.000Z","","0.9745804020980204","0.9350436732072518","0.6956640479671926","0.4625263383577381","0.14618201045592433","0.023626263858309213","82.34","99.16","0.04404482902635696"
"resnet18 SVHN shuffle_degree: 1 3 fintuning with 5000 samples","2024-01-12T08:10:23.000Z","322","2024-01-12T08:15:45.000Z","matar","2afklpv3","-","NVIDIA TITAN RTX","finished","2024-01-12T08:15:45.000Z","","0.9805752478428648","0.9506106072246958","0.7914506778832501","0.5919503091780713","0.1752216617766925","0.02294948103088671","38.16","96.56","0.11875426203344658"
"resnet18 SVHN shuffle_degree: 9 2 fintuning with 5000 samples","2024-01-12T08:05:34.000Z","326","2024-01-12T08:11:00.000Z","matar","2oe949yh","-","NVIDIA TITAN RTX","finished","2024-01-12T08:11:00.000Z","","0.9824140760539002","0.9498989381467522","0.8636461800999521","0.6604254381508343","0.2517560535129664","0.025558575781502384","10.24","92.46","0.4189748900236598"
"resnet18 SVHN shuffle_degree: 4 2 fintuning with 5000 samples","2024-01-12T08:05:33.000Z","323","2024-01-12T08:10:56.000Z","matar","1l8gppx7","-","NVIDIA TITAN RTX","finished","2024-01-12T08:10:56.000Z","","0.9828053299734594","0.9460792721219738","0.85900350628372","0.6517608088953103","0.1965004285043565","0.022035387581628513","15.86","94.18","0.26664540660419284"
"resnet18 SVHN shuffle_degree: 2 2 fintuning with 5000 samples","2024-01-12T08:05:27.000Z","323","2024-01-12T08:10:50.000Z","matar","i2icsux5","-","NVIDIA TITAN RTX","finished","2024-01-12T08:10:50.000Z","","0.9756138934278552","0.9499225001602782","0.8303712244607679","0.6209003106374675","0.1750494860435816","0.02609016107434976","25.86","95.1","0.28632535277658205"
"resnet18 SVHN 2 fintuning with 5000 samples","2024-01-12T08:05:03.000Z","325","2024-01-12T08:10:28.000Z","matar","2xamg46p","-","NVIDIA TITAN RTX","finished","2024-01-12T08:10:28.000Z","","0.9822057324615984","0.9397829053535544","0.7039370314773765","0.4296556500738524","0.1376154446889171","0.033697677488376494","82.24","99.34","0.046598128440187785"
"resnet18 SVHN shuffle_degree: 1 2 fintuning with 5000 samples","2024-01-12T08:04:55.000Z","322","2024-01-12T08:10:17.000Z","matar","35po1pcw","-","NVIDIA TITAN RTX","finished","2024-01-12T08:10:17.000Z","","0.9744336626025604","0.9453141279615724","0.8146157849718774","0.5948399883404515","0.1616768435912243","0.025369065256505903","38.02","96.16","0.20214988812092383"
"resnet18 SVHN shuffle_degree: 9 1 fintuning with 5000 samples","2024-01-12T08:00:09.000Z","319","2024-01-12T08:05:28.000Z","matar","3uw21bhq","-","NVIDIA TITAN RTX","finished","2024-01-12T08:05:28.000Z","","0.9790923623717126","0.9312914353237968","0.8336701562221166","0.6141044077794391","0.21716555096805767","0.026620835045313703","10.16","91.06","0.3964960257623606"
"resnet18 SVHN shuffle_degree: 4 1 fintuning with 5000 samples","2024-01-12T08:00:04.000Z","323","2024-01-12T08:05:27.000Z","matar","37e3b6rj","-","NVIDIA TITAN RTX","finished","2024-01-12T08:05:27.000Z","","0.9817147850758414","0.9265587964376872","0.834354914196356","0.6338978146466715","0.2034635437033708","0.022012684056691857","15.62","93.9","0.2964762012669995"
"resnet18 SVHN shuffle_degree: 2 1 fintuning with 5000 samples","2024-01-12T08:00:02.000Z","319","2024-01-12T08:05:21.000Z","matar","13iejtiu","-","NVIDIA TITAN RTX","finished","2024-01-12T08:05:21.000Z","","0.9826920284916028","0.9481317205047556","0.8389507722478379","0.6155527717325597","0.17681889786855914","0.0251349635765336","25.82","95.14","0.21254610753719025"
"resnet18 SVHN shuffle_degree: 1 1 fintuning with 5000 samples","2024-01-12T07:59:37.000Z","312","2024-01-12T08:04:49.000Z","matar","1r5ba6qo","-","NVIDIA TITAN RTX","finished","2024-01-12T08:04:49.000Z","","0.982175883140929","0.9533217694653308","0.7901887073219624","0.5870208248498914","0.16211405044877994","0.028284431265178687","38.04","96.62","0.1730935826933213"
"resnet18 SVHN 1 fintuning with 5000 samples","2024-01-12T07:59:35.000Z","322","2024-01-12T08:04:57.000Z","matar","2tom24z6","-","NVIDIA TITAN RTX","finished","2024-01-12T08:04:57.000Z","","0.981234972168013","0.943572884737624","0.7247328517677563","0.4452391504889937","0.1496014072183721","0.026555889146728167","82.16","99.46","0.04230647639647292"
"resnet18 cifar10 shuffle_degree: 2 5 fintuning with 5000 samples","2024-01-12T07:54:38.000Z","321","2024-01-12T07:59:59.000Z","matar","1op77l5x","-","NVIDIA TITAN RTX","finished","2024-01-12T07:59:59.000Z","","0.9888047071988536","0.9663190041352404","0.8948964703660768","0.6551854285444922","0.23129897827754392","0.0205167714724285","23","96.66","0.16067153209476334"
"resnet18 cifar10 5 fintuning with 5000 samples","2024-01-12T07:54:37.000Z","318","2024-01-12T07:59:55.000Z","matar","2r2kk8px","-","NVIDIA TITAN RTX","finished","2024-01-12T07:59:55.000Z","","0.985967636579506","0.9681721588421566","0.905493922629075","0.6438808733170448","0.240296764789112","0.0755239951808004","65.92","98.72","0.06016002270648149"
"resnet18 cifar10 shuffle_degree: 1 5 fintuning with 5000 samples","2024-01-12T07:54:34.000Z","318","2024-01-12T07:59:52.000Z","matar","14eqyw4d","-","NVIDIA TITAN RTX","finished","2024-01-12T07:59:52.000Z","","0.9786134289569278","0.9663501080354662","0.8917165392388895","0.6349943924027153","0.23363529604301791","0.02965433508769908","33.76","96.72","0.12452213836620284"
"resnet18 cifar10 shuffle_degree: 4 5 fintuning with 5000 samples","2024-01-12T07:54:08.000Z","319","2024-01-12T07:59:27.000Z","matar","3oviup9e","-","NVIDIA TITAN RTX","finished","2024-01-12T07:59:27.000Z","","0.9786442216047284","0.9593326268654204","0.8954437105397947","0.6805837297594726","0.2494080970113955","0.035610467728000895","16.08","96.18","0.19259319505446656"
"resnet18 cifar10 shuffle_degree: 9 5 fintuning with 5000 samples","2024-01-12T07:54:07.000Z","319","2024-01-12T07:59:26.000Z","matar","17bj46lv","-","NVIDIA TITAN RTX","finished","2024-01-12T07:59:26.000Z","","0.9766389725812014","0.9479473160161092","0.886709690351121","0.6536064051668781","0.26426689213717136","0.02633297314929354","9.72","95.14","0.20303726399163152"
"resnet18 cifar10 4 fintuning with 5000 samples","2024-01-12T07:49:10.000Z","322","2024-01-12T07:54:32.000Z","matar","2p9qp94k","-","NVIDIA TITAN RTX","finished","2024-01-12T07:54:32.000Z","","0.9872063757983668","0.9717986079540794","0.8936987149688107","0.5958142579817308","0.24925077341230384","0.05438245285199019","67.42","98.52","0.06599094409304286"
"resnet18 cifar10 shuffle_degree: 2 4 fintuning with 5000 samples","2024-01-12T07:49:09.000Z","323","2024-01-12T07:54:32.000Z","matar","1197ag1j","-","NVIDIA TITAN RTX","finished","2024-01-12T07:54:32.000Z","","0.9864646682223094","0.971718803763431","0.9019354737489006","0.6574267800245803","0.24700537995062244","0.03932767361959528","23.56","96.22","0.15948650441399426"
"resnet18 cifar10 shuffle_degree: 1 4 fintuning with 5000 samples","2024-01-12T07:49:08.000Z","320","2024-01-12T07:54:28.000Z","matar","36ds3oaa","-","NVIDIA TITAN RTX","finished","2024-01-12T07:54:28.000Z","","0.9805555823022728","0.956828970141724","0.887275303210056","0.6206229797480098","0.22483786034235057","0.03330922659551778","31.64","97.6","0.12380826010837392"
"resnet18 cifar10 shuffle_degree: 9 4 fintuning with 5000 samples","2024-01-12T07:48:49.000Z","312","2024-01-12T07:54:01.000Z","matar","12pehelt","-","NVIDIA TITAN RTX","finished","2024-01-12T07:54:01.000Z","","0.9742392364293782","0.955751634990224","0.8909013133673053","0.6570388663416561","0.26349846001018423","0.028938933741212668","10.26","94.62","0.2346949078807026"
"resnet18 cifar10 shuffle_degree: 4 4 fintuning with 5000 samples","2024-01-12T07:48:47.000Z","315","2024-01-12T07:54:02.000Z","matar","2zkj4rdn","-","NVIDIA TITAN RTX","finished","2024-01-12T07:54:02.000Z","","0.9828467179515444","0.9699148263911956","0.8973078812640656","0.6611098720580036","0.26227470351711346","0.03320130244510627","14.92","96.1","0.19634116463552995"
"resnet18 cifar10 shuffle_degree: 2 3 fintuning with 5000 samples","2024-01-12T07:43:36.000Z","328","2024-01-12T07:49:04.000Z","matar","3dr7uyf6","-","NVIDIA TITAN RTX","finished","2024-01-12T07:49:04.000Z","","0.9765344153810812","0.9646814140138772","0.9021118671769504","0.6582696020045812","0.241520542748676","0.02908278039238389","24.32","96.5","0.14791794098723846"
"resnet18 cifar10 3 fintuning with 5000 samples","2024-01-12T07:43:35.000Z","329","2024-01-12T07:49:04.000Z","matar","1ctb7vg9","-","NVIDIA TITAN RTX","finished","2024-01-12T07:49:04.000Z","","0.9840602634039752","0.9689115238264184","0.9041153678923364","0.6258362521828934","0.24082809796502072","0.04781885006861343","66.68","98.6","0.05375723453434362"
